speaker,dialog,debate_num
Speaker 1, thank you senator senator sanders,10
Bernie Sanders, i must confess i dont get too many newspaper editorial support must confess that,10
Amy Klobuchar, well you the conway endorsement,10
Bernie Sanders, i did were very proud of that,10
Amy Klobuchar, there we go,10
Bernie Sanders, but let me just say this i think the question started off with secretary clintons critique i think quite honestly as we face one of the great political crises facing america our job is to look forward and not back to 2016 and i hope that secretary clinton and all of us can come together and move in that direction now second of all in terms of republicans let me say,10
Bernie Sanders, in that direction now second of all in terms of republicans let me say that in my own great state of vermont if my memory is correct amy i got 25 of the republican vote and in fact there were periods when i was in the house of representatives a number of years where i passed more amendments on the floor of the house in a bipartisan way than any other member of the house and that is when you bring people together on an issue there are many conservative republicans for example who are concerned about civil liberties at least they used to be concerned about civil liberties there are republicans as you know who are concerned about the high cost of prescription drugs there are ways that we can work with republicans on issues where we have a common basis,10
Lindsey, thank you senator,10
Bernie Sanders, lets do that,10
Lindsey, david,10
David Muir, lindsey thank you good evening all i want to turn to americas role in the world and readiness to be commanderinchief on day one just this week you saw it during the state of the union president trump offered an indication of what hell tout on the campaign trail he celebrated the us air strike that killed top iranian general qasem soleimani saying soleimani was the iranian regimes most ruthless butcher a monster who murdered or wounded thousands of american service members in iraq,10
David Muir, mayor buttigieg youre the only veteran standing on this stage and while there is still debate about whether or not there was an imminent threat there is no debate about whether or not soleimani was a bad actor who was responsible for the deaths of many americans given what you know about soleimani if your national security team came to you with an opportunity to strike would soleimani have been dead or would he still be alive under your presidency,10
Pete Buttigieg, in the situation that we saw with president trumps decision there is no evidence that that made our country safer look i feel very strongly about the campaign of murder and mayhem that general soleimani and his units have perpetrated its also the case that if we learned nothing else from the war in iraq its that taking out a bad guy is not a good idea if you do not know what you were doing this president has moved us this much closer to the brink of war but it didnt start with the soleimani strike it started with withdrawing us from the iran nuclear deal that his own administration certified was working and its time for us to recognize that every time a step is taken that moves us to the brink of war that has incredibly serious consequences for those who serve,10
Pete Buttigieg, by chance just because i was traveling for the campaign not long ago i ran into somebody that i hadnt seen since we were both serving hadnt seen since she was injured in an insider attack and i saw her coming down the concourse in the airport wearing a wounded warrior project tee shirt that said some assembly required and when i asked her how she was doing she up her knee and tapped on the part of her leg that they couldnt save tapped on the prosthetic and said the navy had fixed her up just fine and then let me know that she was looking forward to an upcoming deployment,10
Pete Buttigieg, the people in our uniform will do whatever the united states requires of them what they deserve in return is a president who will actually read the intelligence pay attention to the international security situation consult with our allies keep us politics out of it and never commit our troops to a situation where they would have to go into harms way if there is an alternative,10
David Muir, mayor buttigieg let me just press further on this though because president trump has signal in a general election campaign he will celebrate his willingness to order that strike im asking if your national security team came to you and presented you with the opportunity would you take the strike,10
Pete Buttigieg, it depends on the circumstances it depends if there was an alternative and it depends what the different effects would be thats my point this is not an episode of 24 this is a situation that requires that you actually evaluate the entire intelligence picture this president has insulted the intelligence community but they put their lives on the line to gather the information that will help a decision maker evaluate whether or not something like that is justified and i dont think he even reads it,10
Pete Buttigieg, and here we have a situation where the world that one of the most volatile places in the world has just become more dangerous at the hands of a president who has no regard for the military not only punishing a war hero today with what he did to colonel vindman but pardoning war criminals in a way that undermines the entire sense of good order and discipline and military honor we deserve a better commanderinchief,10
David Muir, mayor buttigieg thank you i do want to take this to vice president biden next because we know that the obama administration was aware of the threat that soleimani posed so was the bush administration before it im asking tonight as commanderinchief though would you have ordered the strike,10
Joe Biden, no and the reason i wouldnt have ordered the strike there is no evidence yet of imminent threat that was going to come from him look what happened his america first policies made america alone you cannot think of a time david and as long as youve been alive when nato has said to the united states of america and to iran made a moral equivalence and said both of you stand down we are alone now alone in that region of the world without friends without support without allies,10
Joe Biden, and secondly you saw what happened when that air raid when those missiles were fired from iran into iraq at alassad airbase 64 of our heroes were wounded i dont know what i wouldve done if my son were still there i would have been so damn angry i dont know what i wouldve done but heres what happened they had received traumatic brain injury what did the president say he said headaches not bad headaches thats all they are this guy doesnt deserve to be commander inchief for one more day,10
David Muir, mr vice president thank you senator sanders you have called this assassinating a government official you would not have ordered the strike,10
Bernie Sanders, right look here is the danger david there are very bad leaders all over the world kim jongun in north korea is probably responsible for the death of hundreds of thousands of his people threatening all of asia with nuclear weapons you got mohammad bin salman in saudi arabia who is a terrible murderer who murdered khashoggi in cold blood and dismembered his body you have putin in russia who has been involved in political assassinations of his enemies you got xi in china who has put a million muslims into concentration camps,10
Bernie Sanders, you cannot go around saying youre a bad guy were going to assassinate you and then youre going to have if that happens youre opening the door to international anarchy that every government in the world will then be subjected to attacks and assassination what we have got to do which trump does not understand is strengthen the state department and our diplomatic capabilities not just the military what we have got to do is bring countries around the world together with our power and our wealth and say you know what let us sit down and work out our differences through debate and discussion at the un not through more and more war and the expenditures of trillions of dollars and the loss of god knows how many lives,10
David Muir, senator sanders thank you this does take me to afghanistan and to americas longest war senator warren you recently said quote we have one general after another in afghanistan who comes in and says weve just turned the corner and then what happens its all the same someone new comes in and says weve just turned the corner you said so many say it were going in circles,10
David Muir, we were on the ground in afghanistan and iraq in recent months and the generals told us that the us needs some us presence on the ground us special forces some presence to go after isis and the terrorists if your commanderinchief would you listen to the generals or do they fall into the category of the generals youve mentioned before,10
Elizabeth Warren, no look i sit on the senate armed services committee so i get the briefings from the generals on a regular basis ive been to afghanistan to iraq ive been to jordan ive been throughout the region ive been there with john mccain ive been there with lindsey graham to ask the hard questions about whats happening to ask our generals to ask their generals to ask people who are on the ground and the bottom line is nobody sees a solution to this war nobody can describe what winning looks like all they can describe is endless war,10
Elizabeth Warren, and i realized there are people on this debate stage who are willing to say yeah well leave our troops there for five more years for 10 more years lindsey graham has said hes willing to leave troops for 100 more years and yet what has all these years of war brought us right now the afghan government controls less than 60 of the land people dont have faith in it its a corrupt government the opium trade is higher than ever,10
Elizabeth Warren, look we sent our troops in and they did their best they were there for us but we need to be there for them and that means not send our troops to do work that cannot be solved militarily it is time to bring our combat troops home it is time to stop this endless war in afghanistan,10
David Muir, senator warren i want to press you on this you just said combat troops,10
Elizabeth Warren, yes,10
David Muir, so if the generals came to you and said we need us special forces some footprint in iraq and afghanistan would you listen would you leave them,10
Elizabeth Warren, so i want to hear the plan not just a we need it now we need it for the next day we need it for the six months and i want to know where our allies are we all have an interest in dealing with terrorism and controlling terrorism but that means it cant just be the united states waging endless war that does not make us safer it does not make the region safer it does not make the world safer we should work with our allies in managing terrorism but we need to end this war in afghanistan we cannot wait five more years or 10 more years or until we turn the corner 10 more times we need to bring our combat troops home,10
David Muir, senator warren thank you i want to take this to the vice president because you have said of senator warrens comments before that the united states should get out of the middle east you have said i quite frankly was surprised that i have never heard anyone say with any serious background in foreign policy that we should pull all troops out of the middle east is senator warren wrong on this,10
Joe Biden, im not sure what she if she wants to pull all troops out of the middle east but if she does want to put all troops out of the middle east we saw what happens when that happened,10
Joe Biden, i helped put together a 61 nation group to take out isis by putting fewer than 5000 forces along the turkish border to see to it that they and they lost 10000 the kurds lost 10000 lives they defeated isis they ended the caliphate and then the president on a whim dealing with a man i know very well theyve now the guy running turkey who is more of an autocrat now than a democrat and what happened we pulled out and you saw what happened you saw the end of the effort to be able to continue to contain contain isis number one,10
Joe Biden, number two close your eye everybody remember what you saw on television you saw a woman standing up there holding up her baby kurd saying please dont leave us and our military women and men standing at going out in their  humvees with their heads down ashamed of what they did it didnt take a lot of men or men and women to do what needed to be done,10
Joe Biden, and with regard afghanistan now i can say it because it was made public i was totally against the whole notion of no nation building in afghanistan the only thing we should be doing is dealing with terrorism in that region ive been in every part of afghanistan not in combat like my friend has but in helicopter andor on a vehicle in every part of it as senator and vice president heres what i saw there is no possibility of uniting that country no possibility at all of making it a whole country but it is possible to see to it that theyre not able to launch more attacks from the region on the united states of america thats a small footprint that we needed and i argued for that in the beginning,10
David Muir, you mentioned mayor buttigieg and i do want to take this to you next mayor given your finish in iowa youve come under increasing scrutiny attacks from opponents on experience weve heard that theme even right here tonight you have said on the iraq war for example i just dont believe there is any justification for that vote you said its the difference between tenure and judgment that its the judgment that matters not the time in washington vice president biden as you know voted yes as commanderinchief do you believe your judgment would be better than the vice presidents,10
Pete Buttigieg, i believe that i have the judgment to help us get through these situations where obviously the vice president made the wrong decision when it came to such an important moment in our foreign policy and looking forward we got to recognize just how much is going to be on the plate of the next president that is different in kind from what we have faced before its not just about dealing with the aftermath of the war in iraq its about preventing a war with iran and not only do we have to undertake the military and counter terrorism activities that weve been doing throughout the next president is going to have to restore the credibility of this country among our allies and among the international community,10
Pete Buttigieg, at a moment when we are facing fundamentally different challenges from asymmetric warfare to cybersecurity threats in president trumps imagination of a national security strategy is a big wall and a moat full of alligators its a 17th century approach to keeping a place safe what we have to do is be ready for the future and that means insisting not only on shoring up our relationships but defining a strategy to keep the american people safe from fundamentally new challenges,10
David Muir, mr vice president ill let you respond to his argument on judgment,10
Joe Biden, i made a mistake and i said it 14 years ago i trusted george bush to keep his word he said he was not going to go into iraq he said he was only using this to unite the united nations to insist we get inspectors in to see what saddam was doing when we got elected the president turned to me with the entire security apparatus and said joe i want you to organize getting 156000 troops out of iraq i did that i did that,10
Joe Biden, the other thing i want to point out too is that nato is in fact going to crumble if we dont beat trump nato is in real trouble we need nato for more reasons than just physical security we need nato to make sure that we do not allow russia to continue to have its influence in eastern europe in ways that it had before it wasnt just to stop the soviet union from coming into the united states coming into europe it was to make sure that we did not have a kleptocracy taking over that part of the world to unite europe in our behalf i know how to deal with them i know every one of these world leaders by their first names they call me i talked to them and i believe i can get it done,10
David Muir, mr vice president thank you mr steyer i do want to bring you in on this because i noticed in the last 24 hours you have an attack ad running here in new hampshire with images of mayor buttigieg and you say over those images an untested newcomer but i wanted to ask you tonight on this readiness to be commanderinchief you share the stage with a veteran from afghanistan a vice president who was in the situation room what makes you most qualified of all candidates on this stage to be commanderinchief,10
Tom Steyer, well let me say this i agree with pete buttigieg that its about judgment not tenure what were hearing here is a very long dissertation about exactly how america should be the worlds policemen and what weve actually seen in the middle east is that barack obama used diplomacy to get iran to give up its nuclear ambitions in return for our releasing economic sanctions along with our partners around the world so when were talking about our role in the world and commanderinchief we have abandoned a diplomacy we dont have a strategy and we dont have allies,10
Tom Steyer, and actually this view of the world that our response should be military is driven by our gigantic military complex and ignores the biggest problem that we face internationally in the world which is climate change and it cannot be solved with guns and tanks and planes it can only be solved with diplomacy and allies and interaction with other countries so in fact what we are listening to right here is a discussion of 20 years of failed military action and how we should continue it and how we should continue spending 700 billion dollars a year on defense when we spend 70 billion dollars a year at the federal level on education,10
David Muir, mr steyer ,10
Tom Steyer, lets talk about judgment here ,10
David Muir, mr vice president ill give you 30 seconds to respond,10
Joe Biden, thats not what i said i was part of the reason putting that deal together with iran i was there i was involved in that i was also part of the deal putting together the paris climate accord i brought in the chinese i was part of that ive been part of every major initiative weve had relative to diplomacy i have not argued for the placement of major numbers of us combat troops i have said along with the president of the united states barack obama as his partner i have said we have to strengthen nato to make it clear that we keep our commitments when we make them like we dont keep our commitments to the kurds we must keep our commitments when we make them otherwise we have no power whatsoever,10
Joe Biden, and its not about making sure were policeman of the world the only way not to become the policeman of the world is to have allies who will join us in dealing with failed states and terrorism and it has to be done jointly by a whole lot of people and it doesnt require large number of us troops and ive never said that,10
Tom Steyer, okay can i respond to that david,10
David Muir, senator sanders senator sanders please,10
Tom Steyer, can i respond to ,10
Bernie Sanders, let me say this if i might like joe and others i also heard the arguments in terms of the war in iraq from bush from cheney from john bolton from the whole administration i listened very carefully and i concluded that they were lying through their teeth and i not only voted against that war but i help lead the opposition and it saddens me so much if you hear what i said its on youtube my fears about all the destabilization that would take place by the us invading iraq its sad to me that that is what happened,10
Bernie Sanders, but let me just pick up on a point that tom made which is absolutely right trump wants to build a wall around america the problem is if we are going to deal with issues like climate change not only do we in america have to take on the greed of the fossil fuel industry we have to lead the entire world this is not an american issue its a global issue we got to bring china and russia and brazil and pakistan and india and every major country on earth into the fight against climate change,10
Bernie Sanders, and here is my dream maybe its a radical dream but maybe just may be given the crisis of climate change the world can understand that instead of spending 18 trillion dollars a year collectively on weapons of destruction designed to kill each other maybe we pool our resources and fight our common enemy which is climate change,10
David Muir,  senator sanders thank you george back to you,10
George S., we have much more today coming up but we have got to take a break well be right back,10
George S., welcome back of saint anselm college here in new hampshire and we are here every four years thanks to our amazing manchester partner wmur and now anchor monica hernandez and political director adam section are joining us with questions on the minds of new hampshire voters,10
Monica Hernandez, thank you george its an honor to be here in our community we know granite staters are engaged and we know there are issues that strike especially close to home here new hampshire has one of the highest rates of deadly overdoses in the country in some cases police and paramedics tell us that they are saving the same lives again and again sometimes more than once in a single day its a healthcare issue but its also so much more mayor buttigieg you have described yourself as a moderate but one of your policies at least goes further than some on the stage with you are willing to go you have called for the decriminalization of all drugs does that include heroin meth and cocaine some of the drugs that have contributed to this crisis,10
Pete Buttigieg, no what ive called for is that incarceration should no longer be the response to drug possession,10
Monica Hernandez, with all due respect mayor buttigieg on your website it says that you called for decriminalization of all drugs,10
Pete Buttigieg, again what im calling for is that we end the use of incarceration as a response this does not mean that it will be lawful to produce or distribute those kinds of harmful drugs but also as we know from the opioid crisis some of this has been driven by companies that were acting irresponsibly with substances that were lawful its why in south bend we sued those companies to hold them accountable weve got to make sure that there is accountability for those who suppressed evidence about the addictiveness of those substances even while were also coming to recognize that these kinds of addiction are a medical issue not a moral failure on the part of somebody battling that addiction,10
Pete Buttigieg, thats why medication assisted treatment is so important and those people who are being revived and our own emts in my city had been so frustrated by the experience of reviving somebody but then they have nowhere to go sometimes you get brought back with a dose of narcan but then your life depends on whether in the days that follow you make it until somebody can actually see you because we have such a shortage of mental health and addiction providers in this country we must act to change that and save lives when we do,10
Monica Hernandez, i want to bring this question now to mr yang youve said you would decriminalize opioids but youve also said that you would require all overdose patients to go to mandatory treatment centers for three days right now in new hampshire there arent enough beds in treatment centers and across the country how would you make sure treatment is available for all overdose patients and what would you do to fill the gap in the meantime,10
Andrew Yang, thats what we have to change monica ive heard heartbreaking stories from families here in new hampshire that have been destroyed torn apart by the opiod epidemic and you have to look at the companies that profited to the tune of tens of billions of dollars in profits of essentially blood money as president we will take back those profits and put them to work right here in new hampshire so that if you are seeking treatment you have resources to be able to pursue it,10
Andrew Yang, this is not a money problem fundamentally this is a human problem but money cannot be the obstacle this is something that happened on the governments watch the government allowed this opiod epidemic to spread throughout our communities and we have to do everything in our power to actually make sure that if you are seeking treatment you know youre not going to be sent to jail we have safe injection and safe consumption sites for you,10
Andrew Yang, if you have a family member whos struggling you can refer them and know that theyre not going to have criminal penalties as a result there are so much about this thats endemic to whats happened throughout the country in terms of companies running amok this hyper corporate capitalism where if moneys on one side in this country and people are on the other side the money is winning you can see it with the opiate epidemic you can see it with the military industrial complex the fossil fuel companies this is what must change and thats where ill lead as president,10
Monica Hernandez, senator klobuchar i want to take the question to you now as a prosecutor you embrace tough on crime policies even with drug offenders youve also spoken many times about your fathers own addiction issues his own alcoholism and his dui arrests if addiction is a disease should people be arrested for it and as a prosecutor do you regret sending people with substance abuse issues to jail,10
Amy Klobuchar, i led one of the most successful drug courts in the country in hennepin county and i always would say and believed and i think my record shows this that we werent a business we didnt want to see repeat customers and if you dont want to see repeat customers the only answer is treatment and maybe youre referring to some of the people who were dealing big time in drugs yes i felt that we should prosecute those people but when it comes to when you asked mr yang a question and i think it we owe it to the people of new hampshire had one of the biggest addiction rates in the countries and death rates when it comes to opioids to explain how we will pay for the treatment and the bed ive been very clear about this,10
Amy Klobuchar, theres going to be a major settlement coming through a federal settlement against all these opioid manufacturers the evidence is overwhelming including an email where one guy a business guy says to the other theyre eating them like doritos just keep pumping them out we will get a conservative estimate 40 billion in from that settlement we can put a 2 cents per milligram tax on opiods that brings in another 40 billion then you can close a hedge fund loophole that brings in 18 billion and just like every other policy ive proposed and i think new hampshire voters should care about this i have showed how im going to pay for it because i think we have someone in the white house that has told over 15000 lies he makes all kinds of promises the people of new hampshire and the people of our country deserve better i will get this done and it is personal for me,10
Adam Sexton, good evening candidates new hampshire is a battleground not just for presidential contenders but also for top issues and that includes gun policy senator sanders for many voters in this democratic primary your allure is about consistency when it comes to progressive issues youve been on the right side of them for a long time one exception is gun rights in the 90s when you were in congress you voted against background checks you also voted against a waiting period for purchase of a firearm can you explain why you opposed these things that you now support,10
Bernie Sanders, i can adam and let me also say that in 1988 i probably lost a race for congress and we only have one congress person in the whole state because in 1988 i said that we should ban the sale and distribution of assault weapons in this country that was 30 years ago furthermore i am very proud that today i have a d voting record from the nra and under my administration it will be the american people doing gun policy not dictated by the nra,10
Bernie Sanders, but to answer your question i come like new hampshire from a very very rural state in vermont until the last two years ago we had virtually no gun control legislation at all and i represented that perspective the world has changed in vermont and in new hampshire and all over this country people are sickened by the mass shootings that we have seen and the gun violence that we have seen the world has changed and my views have changed and my view is right now we need universal background checks we end the gun show loophole we end the so called straw man provision we make certain that we end the sale and distribution of assault weapons in this country and we go further we go further but at the bottom line is i will not be intimidated by the nra were going to run the gun policy that the american people want,10
Adam Sexton, vice president biden youve taken a lot of heat in this primary on these debate stages and from voters here in new hampshire for your past positions youve essentially asked them to look at the totality of your record and give you the benefit of the doubt does senator sanders deserve that same benefit of the doubt on guns,10
Joe Biden, heres the deal the biggest mistake that bernie made that senator sanders made he voted to give the gun manufacturers the only major industry in america a loophole that does not allow them to be sued for the carnage they are creating first thing ill do as president is work to get rid of that its going to be hard think of all the thousands and thousands of people who died and i might add bernie while you were representing your constituency an awful lot of people  your gun state and theyve come around in fact all those folks in california new york pennsylvania theyre getting killed by the thousands during the same period,10
Joe Biden, i come from a state thats a major gun owning stare i introduced the first assault weapons ban i in fact got it passed im the only guy that beat the nra twice while i was pushing the brady background bill to check background checks bernie voted five times against that when he was in the house so look the other thing is that we have to be held accountable for the things we did im the guy that set up drug courts i set them up i wrote it into law and it never got funded and also on opioids im the guy whos already begun to make a down payment in the cures act i put in 1 billion to fight opioid addiction and lastly my time is going to be up surely heres the deal those chief executive officer of drug companies they should not only be fined they should go to jail,10
Adam Sexton, senator warren wed like to go over to you now  i want to ask you this question here though laws can do so much if you could change one thing about americas gun culture what would it be,10
Elizabeth Warren, look we have a gun violence problem in america it is about the mass shootings that we hear about in our schools and that frighten us about it in theaters and in churches its also though about shootings that occur on sidewalks and in playgrounds often in communities of color that are hit hardest but there are no headlines over those its also about suicide and the increasing lethality of suicide because of the availability of guns it is also about the increased chances that its usually a woman will die of domestic violence if she is with a violent man and a gun is in the home,10
Elizabeth Warren, we need to think of this problem not as one and done or three things and done we need to think of it just like we did on auto safety we just keep coming back we treat it like the public health emergency that it is but the question we should be asking ourselves is when america across this country including gun owners agree in certain basic things universal background checks get assault weapons off the streets why can we not even get a vote in the united states senate,10
Elizabeth Warren, and the answer is 90 think about this more than 90 of americans agree on this we cant get a vote in the united states senate because it is the gun industry that continues to call the shots until we attack the corruption in washington the influence of money on campaigns and lobbying were not going to be able to meet our promises and one more until we agree that we are willing to roll back to filibuster the gun industry is going to continue to have a veto and we will never make the changes we make we have to be willing to build a future that works not for a gun industry but that works for the rest of america and protects our children,10
Joe Biden, we ought to be able to sue the gun industry,10
David Muir, thank you candidates were going to go back to david up there  adam and monica thank you and thanks to wmur tonight i want to turn to the supreme court the balance on the court and the issues before the court right now president trump in just the last 24 hours saying weve appointed 191 federal judges two supreme court justices keeping his campaign promise to shift the court to the right with neil gorsuch and brett kavanaugh,10
David Muir, the affordable care act is at the court climate change is working its way to the court and a major abortion case is on the docket this year vice president biden on the issue of abortion in 2012 you said president obamas two supreme court picks of them there was no litmus test we picked people who had an open mind did not come with an agenda and youve said before we both believed that we should not apply narrow litmus tests to appointees to the supreme court let me just ask would you do it differently as president mr vice president would there be a litmus test on abortion,10
Joe Biden, if you say the rest of what i said i said that were going to not appoint anyone who did not have a view that unenumerated rights existed in the constitution thats not a specific test its a generic test and only way the only reason women have the right to choose is because its determined that theres unenumerated rights coming from the ninth amendment in the constitution thats what i said and i was part of the reason why elena kagan who worked for me we got onto the supreme court i was part of the reason why ruth bader ginsburg is on the court i was part of the reason why sotomayer is on the court and she will swear me in i presided and im the reason why this right wasnt taken away a long time ago because i almost single handedly made sure that robert bork did not get on the court because he did not think there should be enumerated rights ,10
David Muir, so let me just,10
Joe Biden, lets get that straight,10
David Muir, mr vice president i am aware of what you said which is why im asking would you do it differently now would there be a litmus test on abortion,10
Joe Biden, yes look heres the deal litmus test on abortion relates to the fundamental value of the constitution a woman does have a right to choose i would in fact if they rule it to be unconstitutional i will send to the united states congress and it will pass i believe a bill that excuse me legislates roe v wade adjusted by casey its a womans right to do that period and if you call that a litmus test its a litmus test but what i was talking about in the past so no one gets confused here is if there is no if you read the constitution very very narrowly and say there are no unenumerated rights if the doesnt say it in the constitution that doesnt exist you cannot have any of the things i care about any of the things i care about as a progressive member of the united states congress at the time and as vice president and as a member of society,10
David Muir, mr vice president thank you senator warren,10
Elizabeth Warren, look ive lived in an america in which abortion was illegal and rich women still got abortions and thats what we have to remember about this states are heading toward trying to ban abortion outright and the supreme court seems headed in exactly that direction as well if we are going to protect the people of the united states of america and we are going to protect our rights to have dominion over our own bodies then its going to mean we cant simply rely on the courts three out of every four people in america believe right now that the rule of roe versus wade should be the law that means we should be pushing for a congressional solution as well it is time to have a national law to protect the right of a womans choice,10
David Muir, senator warren thank you senator klobuchar i do want to come to you should there be a litmus test its an active hall here tonight i did want to come to you on this question,10
Amy Klobuchar, thank you,10
David Muir, should there be a litmus test on abortion,10
Amy Klobuchar, i would only appoint judges that would respect precedent and one of those key precedents is roe v wade in addition you have got to put it into law donald trump and i think its really important to take it to him here when he was running for election and this is a case i will make on the debate stage against him he actually said that he wanted to put women in jail he then dialed it back and said no i want to put doctors in jail is it a big surprise then were seeing states like alabama start enacting laws that would criminalize doctors who perform abortions its not and that is why its going to be really important when you look at the overwhelming public support for funding planned parenthood for making sure women have access to contraception to making sure that they have a right to choose that we make this case strongly and loudly,10
David Muir, senator klobuchar thank you mayor buttigieg you have signaled that youd be open to the idea of expanding the court justice ruth bader ginsburg suggested leaving the court as it is saying quote nine seems to be a good number and in fact she said if the number of justices is increased quote it would make the court appear partisan it would be one side saying when were in power were going to enlarge the number of judges to have more people who will vote the way we want them to is justice ginsburg wrong,10
Pete Buttigieg, well if all we did was change the number of justices than i agree with her that that could be the consequence what ive called for is not only reforming the number of justices on the bench but structural reform so that some of the justices are not appointed through a partisan process we cannot allow the supreme court to continue to become one more political battlefield as we are seeing today and the time has come for us to think bigger not just reforming the makeup of the court as america by the way has done several times in our history but also remember that the founders gave us the power to amend the constitution for a reason and we shouldnt be afraid to use it,10
Pete Buttigieg, its not something you do lightly or quickly but when it comes to something like citizens united which holds that corporations have the same political soul as people and that spending money to influence an election is the same thing as writing an oped to your local paper we need a constitutional amendment to clear that up and protect our democracy,10
David Muir, mayor buttigieg thank you vice president biden i do want to come to you on this president trump has said that the only reason democrats want to expand the court is they want to try and catch up you have called any expansion of the court a bad idea adding we will live to rue that day do you agree with president trump on,10
Joe Biden, i agree with ruth bader ginsburg thats who i agree with and i agree the way you deal with citizens united is pass a constitutional amendment i introduced 25 years ago saying that only public money can be spent in elections period not private money not billionaires not money from special interests period thats the way to amend the constitution to deal with that in addition to that if in fact look the democrats stood up against the man ive revered franklin delano roosevelt he wanted to expand the court but they were wise enough to understand that whoever then has the majority will have the ability to abuse it and it will lose its legitimacy and there are three equal branches of government it says the president shell nominate the senate shall dispose the senate shall make that decision not the president he can nominate,10
Joe Biden, thats why its so important we must win back the united states senate this time out and thats why as you all look at it up here in new hampshire and around the world excuse me around the country you have to ask yourself who is most likely to help get a senator elected in north carolina georgia who can win florida pennsylvania minnesota who can do that because you got to be able to win those well you can i agree but heres the point youve got to be able to youve got to be able to not just win youve got to bring along a united states senate or this becomes moot,10
David Muir, senator sanders ,10
Bernie Sanders, look you asked the simple question is there a litmus test for those of us up here for me there is i will never nominate any person to the supreme court or the federal courts in general who was not 100 pro roe v wade number two we have got a codify roe v wade into legislation number three we have to significantly expand funding for planned parenthood,10
David Muir, mr steyer i want to bring you in on this because you have claimed that when it comes to the supreme court you have said republicans have been cheating,10
Tom Steyer, sure theyve been cheating look what we saw mitch mcconnell do not just in the supreme court with merrick garland but across the board with federal judges was refuse to allow president obamas picks to be considered thats why mr trump has appointed so many federal judges because in fact the republicans refused to allow president obama to get his due and honestly were sitting here talking about do you have a litmus test we all have the litmus test everybody on this row feels exactly the same way about a womans right to choose everybody on this row feels exactly the same way on gun control every single one in this row feels the same way,10
Tom Steyer, theres something else going on these republicans are in control theyre stacking the court for a generation with young rightwing radicals and weve watched it happen and the question is what are we going to do about it thats where we are in the united states and the question is actually joe bidens right we have to go win a huge victory this year and were in trouble and so the question is going to be look at these people who can pull together the democratic party,10
Tom Steyer, and let me say this we have not said one word tonight about race not one word are you kidding me we have the most diverse party we have a very diverse country we have a very diverse party the heart and soul of this party is diversity black people latinos aapi people native americans and white people but for goodness sakes pull it together were talking about something different the question we have is how are we getting that diverse group of people to the polls what are we saying everybody on this stage feels the same way about a womans right to choose and economic justice the question is how do we beat trump how do we take down these republicans and the answer is weve got to show we can take them down on growth job creation the economy we send them packing and then we get all of this including beating the corporations,10
David Muir, mr steyer thank you the night is still young many questions to come and linsey davis is next,10
Linsey Davis, i want to turn now to criminal justice mayor buttigieg,10
David Muir, linsey davis is next,10
Linsey Davis, i want to turn now to criminal justice mayor buttigieg under your leadership as mayor a black resident in south bend indiana was four times more likely to be arrested for marijuana possession than a white resident now that racial disparity is higher than the rest of the state in fact its higher than the rest of the nation and that disparity increased in south bend after you took office,10
Linsey Davis, when talking about the problem on national terms youve called it evidence of systemic racism you were mayor for eight years so werent you in effect the head of the system and how do explain that increase in black arrests under your leadership,10
